Region,Country,Indicator,Input,Date
Africa,Rwanda,Criminalisation of torture under domestic law,Partially,2012
Africa,Sao Tome and Principe,Criminalisation of torture under domestic law,Yes,2011
Africa,Senegal,Criminalisation of torture under domestic law,Partially,1999
Africa,Seychelles,Criminalisation of torture under domestic law,No,
Africa,Sierra Leone,Criminalisation of torture under domestic law,No,
Africa,Somalia,Criminalisation of torture under domestic law,No,
Africa,South Sudan,Criminalisation of torture under domestic law,No,
Africa,Sudan,Criminalisation of torture under domestic law,Partially,2019
Africa,Swaziland,Criminalisation of torture under domestic law,Partially,2018
Africa,Uganda,Criminalisation of torture under domestic law,Partially,2018
Africa,United Republic of Tanzania,Criminalisation of torture under domestic law,No,
Africa,Zambia,Criminalisation of torture under domestic law,No,
Africa,Zimbabwe,Criminalisation of torture under domestic law,No,
Africa,Mauritius,Criminalisation of torture under domestic law,Partially,2008
Africa,South Africa,Criminalisation of torture under domestic law,Partially,2013
Africa,Togo,Criminalisation of torture under domestic law,Partially,2000
Europe,Albania,Criminalisation of torture under domestic law,Yes,2007
Europe,Andorra,Criminalisation of torture under domestic law,Partially,2005
Europe,Austria,Criminalisation of torture under domestic law,Partially,1998
Europe,Armenia,Criminalisation of torture under domestic law,No,
Europe,Belarus,Criminalisation of torture under domestic law,No,
Europe,Belgium,Criminalisation of torture under domestic law,Partially,2021
Europe,Bulgaria,Criminalisation of torture under domestic law,No,
Europe,Croatia,Criminalisation of torture under domestic law,Yes,1996
Europe,Cyprus,Criminalisation of torture under domestic law,Yes,2002
Europe,France,Criminalisation of torture under domestic law,No,
Europe,Czech Republic,Criminalisation of torture under domestic law,Partially,2009
Europe,Denmark,Criminalisation of torture under domestic law,Partially,2005
Europe,Estonia,Criminalisation of torture under domestic law,Partially,2015
Europe,Finland,Criminalisation of torture under domestic law,Partially,2009
Europe,Georgia,Criminalisation of torture under domestic law,Partially,2005
Europe,Germany,Criminalisation of torture under domestic law,No,
Europe,Greece,Criminalisation of torture under domestic law,Partially,2019
Europe,Holy See,Criminalisation of torture under domestic law,Partially,2013
Europe,Hungary,Criminalisation of torture under domestic law,No,
Europe,Iceland,Criminalisation of torture under domestic law,No,
Europe,Italy,Criminalisation of torture under domestic law,Yes,2017
Europe,Ireland,Criminalisation of torture under domestic law,No,
Europe,Latvia,Criminalisation of torture under domestic law,Partially,2020
Europe,Liechtenstein,Criminalisation of torture under domestic law,Partially,2019
Europe,Lithuania,Criminalisation of torture under domestic law,Yes,2015
Europe,Luxembourg,Criminalisation of torture under domestic law,Partially,2019
Europe,North Macedonia,Criminalisation of torture under domestic law,Partially,2023
Europe,Romania,Criminalisation of torture under domestic law,Yes,2014
Europe,San Marino,Criminalisation of torture under domestic law,No,
Europe,Serbia,Criminalisation of torture under domestic law,No,
Europe,Slovakia,Criminalisation of torture under domestic law,No,
Europe,Slovenia,Criminalisation of torture under domestic law,Partially,2012
Europe,Spain,Criminalisation of torture under domestic law,Partially,1995
Europe,Sweden,Criminalisation of torture under domestic law,No,
Europe,Switzerland,Criminalisation of torture under domestic law,Partially,2005
Europe,United Kingdom,Criminalisation of torture under domestic law,Partially,1998
Europe,Malta,Criminalisation of torture under domestic law,Partially,1990
Europe,Monaco,Criminalisation of torture under domestic law,Partially,2020
Europe,Montenegro,Criminalisation of torture under domestic law,Partially,2021
Europe,Netherlands,Criminalisation of torture under domestic law,Partially,2003
Europe,Norway,Criminalisation of torture under domestic law,Partially,2008
Europe,Poland,Criminalisation of torture under domestic law,No,
Europe,Portugal,Criminalisation of torture under domestic law,Partially,2006
Europe,Republic of Moldova,Criminalisation of torture under domestic law,Yes,2010
Europe,Russia,Criminalisation of torture under domestic law,No,
Europe,Turkey,Criminalisation of torture under domestic law,Partially,2004
Europe,Ukraine,Criminalisation of torture under domestic law,Partially,2001
Middle East,Bahrain,Criminalisation of torture under domestic law,Yes,1984
Middle East,Egypt,Criminalisation of torture under domestic law,Partially,1992
Middle East,Iran,Criminalisation of torture under domestic law,No,
Middle East,Iraq,Criminalisation of torture under domestic law,No,
Middle East,Israel,Criminalisation of torture under domestic law,No,
Middle East,Jordan,Criminalisation of torture under domestic law,Partially,2017
Middle East,Kuwait,Criminalisation of torture under domestic law,No,
Middle East,Lebanon,Criminalisation of torture under domestic law,Partially,2009
Middle East,Libya,Criminalisation of torture under domestic law,No,
Middle East,Morocco,Criminalisation of torture under domestic law,Partially,2006
Middle East,State of Palestine,Criminalisation of torture under domestic law,Partially,2003
Middle East,Oman,Criminalisation of torture under domestic law,Partially,2020
Middle East,Qatar,Criminalisation of torture under domestic law,Partially,2014
Middle East,Saudi Arabia,Criminalisation of torture under domestic law,Partially,2013
Middle East,Syria ,Criminalisation of torture under domestic law,Partially,2008
Middle East,Tunisia,Criminalisation of torture under domestic law,Partially,1984
Middle East,United Arab Emirates,Criminalisation of torture under domestic law,Partially,1987
Middle East,Yemen,Criminalisation of torture under domestic law,No,
Asia-Pacific,Afghanistan,Criminalisation of torture under domestic law,Partially,2021
Asia-Pacific,Australia,Criminalisation of torture under domestic law,Yes,2010
Asia-Pacific,Azerbaijan,Criminalisation of torture under domestic law,Partially,1999
Asia-Pacific,Bangladesh,Criminalisation of torture under domestic law,No,
Asia-Pacific,Bhutan,Criminalisation of torture under domestic law,Partially,2004
Asia-Pacific,Brunei Darussalam,Criminalisation of torture under domestic law,No,
Asia-Pacific,Cambodia,Criminalisation of torture under domestic law,Partially,2009
Asia-Pacific,China,Criminalisation of torture under domestic law,Partially,2014
Asia-Pacific,Cook Islands,Criminalisation of torture under domestic law,No,
Asia-Pacific,Fiji,Criminalisation of torture under domestic law,Partially,2009
Asia-Pacific,Democratic People's Republic of Korea,Criminalisation of torture under domestic law,No,
Asia-Pacific,India,Criminalisation of torture under domestic law,No,
Asia-Pacific,Indonesia,Criminalisation of torture under domestic law,No,
Asia-Pacific,Japan,Criminalisation of torture under domestic law,Partially,2006
Asia-Pacific,Kazakhstan,Criminalisation of torture under domestic law,Partially,2023
Asia-Pacific,Kiribati,Criminalisation of torture under domestic law,No,
Asia-Pacific,Kyrgyzstan,Criminalisation of torture under domestic law,Partially,2021
Asia-Pacific,Lao People's Democratic Republic,Criminalisation of torture under domestic law,No,
Asia-Pacific,Marshall Islands,Criminalisation of torture under domestic law,No,
Asia-Pacific,Malaysia,Criminalisation of torture under domestic law,No,
Asia-Pacific,Maldives,Criminalisation of torture under domestic law,Yes,2013
Asia-Pacific,Micronesia,Criminalisation of torture under domestic law,No,
Asia-Pacific,Mongolia,Criminalisation of torture under domestic law,Partially,2015
Asia-Pacific,Myanmar,Criminalisation of torture under domestic law,Partially,1984
Asia-Pacific,Nauru,Criminalisation of torture under domestic law,No,
Asia-Pacific,Nepal,Criminalisation of torture under domestic law,Partially,2018
Asia-Pacific,New Zealand,Criminalisation of torture under domestic law,Yes,1989
Asia-Pacific,Niue,Criminalisation of torture under domestic law,No,
Asia-Pacific,Palau,Criminalisation of torture under domestic law,No,
Asia-Pacific,Papua New Guinea,Criminalisation of torture under domestic law,No,
Asia-Pacific,Pakistan,Criminalisation of torture under domestic law,Partially,2002
Asia-Pacific,Philippines,Criminalisation of torture under domestic law,Yes,2009
Asia-Pacific,Republic of Korea,Criminalisation of torture under domestic law,Partially,1998
Asia-Pacific,Samoa,Criminalisation of torture under domestic law,No,
Asia-Pacific,Solomon Islands,Criminalisation of torture under domestic law,No,
Asia-Pacific,Singapore,Criminalisation of torture under domestic law,No,
Asia-Pacific,Sri Lanka,Criminalisation of torture under domestic law,Partially,1984
Asia-Pacific,Tajikistan,Criminalisation of torture under domestic law,Partially,2012
Asia-Pacific,Thailand,Criminalisation of torture under domestic law,Yes,2022
Asia-Pacific,Timor-Leste,Criminalisation of torture under domestic law,Yes,2009
Asia-Pacific,Tonga,Criminalisation of torture under domestic law,No,
Asia-Pacific,Turkmenistan,Criminalisation of torture under domestic law,Yes,2012
Asia-Pacific,Tuvalu,Criminalisation of torture under domestic law,No,
Asia-Pacific,Uzbekistan,Criminalisation of torture under domestic law,Partially,2008
Asia-Pacific,Vanuatu,Criminalisation of torture under domestic law,No,
Asia-Pacific,Viet Nam,Criminalisation of torture under domestic law,No,
Americas,Antigua and Barbuda,Designation of the National Preventive Mechanism (in law) ,No,
Americas,Argentina,Designation of the National Preventive Mechanism (in law) ,Yes,2013
Americas,Bahamas,Designation of the National Preventive Mechanism (in law) ,No,
Americas,Barbados,Designation of the National Preventive Mechanism (in law) ,No,
Americas,Belize,Designation of the National Preventive Mechanism (in law) ,No,
Americas,Bolivia,Designation of the National Preventive Mechanism (in law) ,Yes,2013
Americas,Brazil,Designation of the National Preventive Mechanism (in law) ,Yes,2013
Americas,Canada,Designation of the National Preventive Mechanism (in law) ,No,
Americas,Chile,Designation of the National Preventive Mechanism (in law) ,Yes,2020
Americas,Colombia,Designation of the National Preventive Mechanism (in law) ,No,
Americas,Costa Rica,Designation of the National Preventive Mechanism (in law) ,Yes,2006
Americas,Cuba,Designation of the National Preventive Mechanism (in law) ,No,
Americas,Dominica,Designation of the National Preventive Mechanism (in law) ,No,
Americas,Dominican Republic,Designation of the National Preventive Mechanism (in law) ,No,
Americas,Ecuador,Designation of the National Preventive Mechanism (in law) ,Yes,2012
Americas,El Salvador,Designation of the National Preventive Mechanism (in law) ,No,
Americas,Grenada,Designation of the National Preventive Mechanism (in law) ,No,
Americas,Guatemala,Designation of the National Preventive Mechanism (in law) ,Yes,2010
Americas,Guyana,Designation of the National Preventive Mechanism (in law) ,No,
Americas,Haiti,Designation of the National Preventive Mechanism (in law) ,No,
Americas,Honduras,Designation of the National Preventive Mechanism (in law) ,Yes,2009
Americas,Jamaica,Designation of the National Preventive Mechanism (in law) ,No,
Americas,Mexico,Designation of the National Preventive Mechanism (in law) ,Yes,2007
Americas,Nicaragua,Designation of the National Preventive Mechanism (in law) ,Yes,2012
Americas,Panama,Designation of the National Preventive Mechanism (in law) ,Yes,2017
Americas,Paraguay,Designation of the National Preventive Mechanism (in law) ,Yes,2010
Americas,Peru,Designation of the National Preventive Mechanism (in law) ,Yes,2009
Americas,Saint Kitts and Nevis,Designation of the National Preventive Mechanism (in law) ,No,
Americas,Saint Lucia,Designation of the National Preventive Mechanism (in law) ,No,
Americas,Saint Vincent and the Grenadines,Designation of the National Preventive Mechanism (in law) ,No,
Americas,Suriname,Designation of the National Preventive Mechanism (in law) ,No,
Americas,Trinidad and Tobago,Designation of the National Preventive Mechanism (in law) ,No,
Americas,United States,Designation of the National Preventive Mechanism (in law) ,No,
Americas,Uruguay,Designation of the National Preventive Mechanism (in law) ,Yes,2010
Americas,Venezuela,Designation of the National Preventive Mechanism (in law) ,No,
Africa,Algeria,Designation of the National Preventive Mechanism (in law) ,No,
Africa,Angola,Designation of the National Preventive Mechanism (in law) ,No,
Africa,Benin,Designation of the National Preventive Mechanism (in law) ,No,
Africa,Botswana,Designation of the National Preventive Mechanism (in law) ,No,
Africa,Burkina Faso,Designation of the National Preventive Mechanism (in law) ,Yes,2022
Africa,Burundi,Designation of the National Preventive Mechanism (in law) ,No,
Africa,Cabo Verde,Designation of the National Preventive Mechanism (in law) ,Yes,2018
Africa,Cameroon,Designation of the National Preventive Mechanism (in law) ,No,
Africa,Central African Republic,Designation of the National Preventive Mechanism (in law) ,No,
Africa,Chad,Designation of the National Preventive Mechanism (in law) ,No,
Africa,Comoros,Designation of the National Preventive Mechanism (in law) ,No,
Africa,Congo,Designation of the National Preventive Mechanism (in law) ,No,
Africa,Cote d'Ivoire,Designation of the National Preventive Mechanism (in law) ,No,
Africa,Democratic Republic of the Congo,Designation of the National Preventive Mechanism (in law) ,No,
Africa,Djibouti,Designation of the National Preventive Mechanism (in law) ,No,
Africa,Equatorial Guinea,Designation of the National Preventive Mechanism (in law) ,No,
Africa,Eritrea,Designation of the National Preventive Mechanism (in law) ,No,
Africa,Ethiopia,Designation of the National Preventive Mechanism (in law) ,No,
Africa,Gabon,Designation of the National Preventive Mechanism (in law) ,No,
Africa,Gambia,Designation of the National Preventive Mechanism (in law) ,No,
Africa,Ghana,Designation of the National Preventive Mechanism (in law) ,No,
Africa,Guinea,Designation of the National Preventive Mechanism (in law) ,No,
Africa,Guinea-Bissau,Designation of the National Preventive Mechanism (in law) ,No,
Africa,Kenya,Designation of the National Preventive Mechanism (in law) ,No,
Africa,Lesotho,Designation of the National Preventive Mechanism (in law) ,No,
Africa,Liberia,Designation of the National Preventive Mechanism (in law) ,No,
Africa,Madagascar,Designation of the National Preventive Mechanism (in law) ,Yes,2019
Africa,Malawi,Designation of the National Preventive Mechanism (in law) ,No,
Africa,Mali,Designation of the National Preventive Mechanism (in law) ,Yes,2010
Africa,Mauritania,Designation of the National Preventive Mechanism (in law) ,Yes,2014
Africa,Mozambique,Designation of the National Preventive Mechanism (in law) ,Yes,2013
Africa,Namibia,Designation of the National Preventive Mechanism (in law) ,No,
Africa,Niger,Designation of the National Preventive Mechanism (in law) ,Yes,2020
Africa,Nigeria,Designation of the National Preventive Mechanism (in law) ,Yes,2024
Africa,Rwanda,Designation of the National Preventive Mechanism (in law) ,Yes,2020
Africa,Sao Tome and Principe,Designation of the National Preventive Mechanism (in law) ,No,
Africa,Senegal,Designation of the National Preventive Mechanism (in law) ,Yes,2009
Africa,Seychelles,Designation of the National Preventive Mechanism (in law) ,No,
Africa,Sierra Leone,Designation of the National Preventive Mechanism (in law) ,No,
Africa,Somalia,Designation of the National Preventive Mechanism (in law) ,No,
Africa,South Sudan,Designation of the National Preventive Mechanism (in law) ,No,
Africa,Sudan,Designation of the National Preventive Mechanism (in law) ,No,
Africa,Swaziland,Designation of the National Preventive Mechanism (in law) ,No,
Africa,Uganda,Designation of the National Preventive Mechanism (in law) ,No,
Africa,United Republic of Tanzania,Designation of the National Preventive Mechanism (in law) ,No,
Africa,Zambia,Designation of the National Preventive Mechanism (in law) ,No,
Africa,Zimbabwe,Designation of the National Preventive Mechanism (in law) ,No,
Africa,Mauritius,Designation of the National Preventive Mechanism (in law) ,Yes,2010
Africa,South Africa,Designation of the National Preventive Mechanism (in law) ,Yes,2020
Africa,Togo,Designation of the National Preventive Mechanism (in law) ,Yes,2012
Europe,Albania,Designation of the National Preventive Mechanism (in law) ,Yes,2008
Europe,Andorra,Designation of the National Preventive Mechanism (in law) ,No,
Europe,Austria,Designation of the National Preventive Mechanism (in law) ,Yes,2013
Europe,Armenia,Designation of the National Preventive Mechanism (in law) ,Yes,2012
Europe,Belarus,Designation of the National Preventive Mechanism (in law) ,No,
Europe,Belgium,Designation of the National Preventive Mechanism (in law) ,No,
Europe,Bulgaria,Designation of the National Preventive Mechanism (in law) ,Yes,2013
Europe,Croatia,Designation of the National Preventive Mechanism (in law) ,Yes,2012
Europe,Cyprus,Designation of the National Preventive Mechanism (in law) ,Yes,2009
Europe,France,Designation of the National Preventive Mechanism (in law) ,Yes,2007
Europe,Czech Republic,Designation of the National Preventive Mechanism (in law) ,Yes,2006
Europe,Denmark,Designation of the National Preventive Mechanism (in law) ,Yes,2007
Europe,Estonia,Designation of the National Preventive Mechanism (in law) ,Yes,2008
Europe,Finland,Designation of the National Preventive Mechanism (in law) ,Yes,2014
Europe,Georgia,Designation of the National Preventive Mechanism (in law) ,Yes,2009
Europe,Germany,Designation of the National Preventive Mechanism (in law) ,Yes,2009
Europe,Greece,Designation of the National Preventive Mechanism (in law) ,Yes,2010
Europe,Holy See,Designation of the National Preventive Mechanism (in law) ,No,
Europe,Hungary,Designation of the National Preventive Mechanism (in law) ,Yes,2012
Europe,Iceland,Designation of the National Preventive Mechanism (in law) ,Yes,2020
Europe,Italy,Designation of the National Preventive Mechanism (in law) ,Yes,2014
Europe,Ireland,Designation of the National Preventive Mechanism (in law) ,No,
Europe,Latvia,Designation of the National Preventive Mechanism (in law) ,Yes,2021
Europe,Liechtenstein,Designation of the National Preventive Mechanism (in law) ,Yes,2008
Europe,Lithuania,Designation of the National Preventive Mechanism (in law) ,Yes,2014
Europe,Luxembourg,Designation of the National Preventive Mechanism (in law) ,Yes,2012
Europe,North Macedonia,Designation of the National Preventive Mechanism (in law) ,Yes,2009
Europe,Romania,Designation of the National Preventive Mechanism (in law) ,Yes,2015
Europe,San Marino,Designation of the National Preventive Mechanism (in law) ,No,
Europe,Serbia,Designation of the National Preventive Mechanism (in law) ,Yes,2008
Europe,Slovakia,Designation of the National Preventive Mechanism (in law) ,Yes,2024
Europe,Slovenia,Designation of the National Preventive Mechanism (in law) ,Yes,2009
Europe,Spain,Designation of the National Preventive Mechanism (in law) ,Yes,2010
Europe,Sweden,Designation of the National Preventive Mechanism (in law) ,Yes,2007
Europe,Switzerland,Designation of the National Preventive Mechanism (in law) ,Yes,2010
Europe,United Kingdom,Designation of the National Preventive Mechanism (in law) ,Yes,2009
Europe,Malta,Designation of the National Preventive Mechanism (in law) ,Yes,2008
Europe,Monaco,Designation of the National Preventive Mechanism (in law) ,No,
Europe,Montenegro,Designation of the National Preventive Mechanism (in law) ,Yes,2012
Europe,Netherlands,Designation of the National Preventive Mechanism (in law) ,Yes,2012
Europe,Norway,Designation of the National Preventive Mechanism (in law) ,Yes,2014
Europe,Poland,Designation of the National Preventive Mechanism (in law) ,Yes,2009
Europe,Portugal,Designation of the National Preventive Mechanism (in law) ,Yes,2013
Europe,Republic of Moldova,Designation of the National Preventive Mechanism (in law) ,Yes,2007
Europe,Russia,Designation of the National Preventive Mechanism (in law) ,No,
Europe,Turkey,Designation of the National Preventive Mechanism (in law) ,Yes,2014
Europe,Ukraine,Designation of the National Preventive Mechanism (in law) ,Yes,2012
Middle East,Bahrain,Designation of the National Preventive Mechanism (in law) ,No,
Middle East,Egypt,Designation of the National Preventive Mechanism (in law) ,No,
Middle East,Iran,Designation of the National Preventive Mechanism (in law) ,No,
Middle East,Iraq,Designation of the National Preventive Mechanism (in law) ,No,
Middle East,Israel,Designation of the National Preventive Mechanism (in law) ,No,
Middle East,Jordan,Designation of the National Preventive Mechanism (in law) ,No,
Middle East,Kuwait,Designation of the National Preventive Mechanism (in law) ,No,
Middle East,Lebanon,Designation of the National Preventive Mechanism (in law) ,Yes,2016
Middle East,Libya,Designation of the National Preventive Mechanism (in law) ,No,
Middle East,Morocco,Designation of the National Preventive Mechanism (in law) ,Yes,2018
Middle East,State of Palestine,Designation of the National Preventive Mechanism (in law) ,No,
Middle East,Oman,Designation of the National Preventive Mechanism (in law) ,No,
Middle East,Qatar,Designation of the National Preventive Mechanism (in law) ,No,
Middle East,Saudi Arabia,Designation of the National Preventive Mechanism (in law) ,No,
Middle East,Syria ,Designation of the National Preventive Mechanism (in law) ,No,
Middle East,Tunisia,Designation of the National Preventive Mechanism (in law) ,Yes,2014
Middle East,United Arab Emirates,Designation of the National Preventive Mechanism (in law) ,No,
Middle East,Yemen,Designation of the National Preventive Mechanism (in law) ,No,
Asia-Pacific,Afghanistan,Designation of the National Preventive Mechanism (in law) ,No,
Asia-Pacific,Australia,Designation of the National Preventive Mechanism (in law) ,Yes,2019
Asia-Pacific,Azerbaijan,Designation of the National Preventive Mechanism (in law) ,Yes,2009
Asia-Pacific,Bangladesh,Designation of the National Preventive Mechanism (in law) ,No,
Asia-Pacific,Bhutan,Designation of the National Preventive Mechanism (in law) ,No,
Asia-Pacific,Brunei Darussalam,Designation of the National Preventive Mechanism (in law) ,No,
Asia-Pacific,Cambodia,Designation of the National Preventive Mechanism (in law) ,Yes,2018
Asia-Pacific,China,Designation of the National Preventive Mechanism (in law) ,No,
Asia-Pacific,Cook Islands,Designation of the National Preventive Mechanism (in law) ,No,
Asia-Pacific,Fiji,Designation of the National Preventive Mechanism (in law) ,No,
Asia-Pacific,Democratic People's Republic of Korea,Designation of the National Preventive Mechanism (in law) ,No,
Asia-Pacific,India,Designation of the National Preventive Mechanism (in law) ,No,
Asia-Pacific,Indonesia,Designation of the National Preventive Mechanism (in law) ,No,
Asia-Pacific,Japan,Designation of the National Preventive Mechanism (in law) ,No,
Asia-Pacific,Kazakhstan,Designation of the National Preventive Mechanism (in law) ,Yes,2015
Asia-Pacific,Kiribati,Designation of the National Preventive Mechanism (in law) ,No,
Asia-Pacific,Kyrgyzstan,Designation of the National Preventive Mechanism (in law) ,Yes,2015
Asia-Pacific,Lao People's Democratic Republic,Designation of the National Preventive Mechanism (in law) ,No,
Asia-Pacific,Marshall Islands,Designation of the National Preventive Mechanism (in law) ,No,
Asia-Pacific,Malaysia,Designation of the National Preventive Mechanism (in law) ,No,
Asia-Pacific,Maldives,Designation of the National Preventive Mechanism (in law) ,Yes,2007
Asia-Pacific,Micronesia,Designation of the National Preventive Mechanism (in law) ,No,
Asia-Pacific,Mongolia,Designation of the National Preventive Mechanism (in law) ,Yes,2022
Asia-Pacific,Myanmar,Designation of the National Preventive Mechanism (in law) ,No,
Asia-Pacific,Nauru,Designation of the National Preventive Mechanism (in law) ,No,
Asia-Pacific,Nepal,Designation of the National Preventive Mechanism (in law) ,No,
Asia-Pacific,New Zealand,Designation of the National Preventive Mechanism (in law) ,Yes,2007
Asia-Pacific,Niue,Designation of the National Preventive Mechanism (in law) ,No,
Asia-Pacific,Palau,Designation of the National Preventive Mechanism (in law) ,No,
Asia-Pacific,Papua New Guinea,Designation of the National Preventive Mechanism (in law) ,No,
Asia-Pacific,Pakistan,Designation of the National Preventive Mechanism (in law) ,No,
Asia-Pacific,Philippines,Designation of the National Preventive Mechanism (in law) ,No,
Asia-Pacific,Republic of Korea,Designation of the National Preventive Mechanism (in law) ,No,
Asia-Pacific,Samoa,Designation of the National Preventive Mechanism (in law) ,No,
Asia-Pacific,Solomon Islands,Designation of the National Preventive Mechanism (in law) ,No,
Asia-Pacific,Singapore,Designation of the National Preventive Mechanism (in law) ,No,
Asia-Pacific,Sri Lanka,Designation of the National Preventive Mechanism (in law) ,Yes,2019
Asia-Pacific,Tajikistan,Designation of the National Preventive Mechanism (in law) ,No,
Asia-Pacific,Thailand,Designation of the National Preventive Mechanism (in law) ,No,
Asia-Pacific,Timor-Leste,Designation of the National Preventive Mechanism (in law) ,No,
Asia-Pacific,Tonga,Designation of the National Preventive Mechanism (in law) ,No,
Asia-Pacific,Turkmenistan,Designation of the National Preventive Mechanism (in law) ,No,
Asia-Pacific,Tuvalu,Designation of the National Preventive Mechanism (in law) ,No,
Asia-Pacific,Uzbekistan,Designation of the National Preventive Mechanism (in law) ,No,
Asia-Pacific,Vanuatu,Designation of the National Preventive Mechanism (in law) ,No,
Asia-Pacific,Viet Nam,Designation of the National Preventive Mechanism (in law) ,No,
Americas,Antigua and Barbuda,Operationality of the National Preventive Mechanism ,,
Americas,Argentina,Operationality of the National Preventive Mechanism ,Yes,2018
Americas,Bahamas,Operationality of the National Preventive Mechanism ,,
Americas,Barbados,Operationality of the National Preventive Mechanism ,,
Americas,Belize,Operationality of the National Preventive Mechanism ,,
Americas,Bolivia,Operationality of the National Preventive Mechanism ,Yes,2016
Americas,Brazil,Operationality of the National Preventive Mechanism ,Yes,2016
Americas,Canada,Operationality of the National Preventive Mechanism ,,
Americas,Chile,Operationality of the National Preventive Mechanism ,Yes,2020
Americas,Colombia,Operationality of the National Preventive Mechanism ,,
Americas,Costa Rica,Operationality of the National Preventive Mechanism ,Yes,2009
Americas,Cuba,Operationality of the National Preventive Mechanism ,,
Americas,Dominica,Operationality of the National Preventive Mechanism ,,
Americas,Dominican Republic,Operationality of the National Preventive Mechanism ,,
Americas,Ecuador,Operationality of the National Preventive Mechanism ,Yes,2012
Americas,El Salvador,Operationality of the National Preventive Mechanism ,,
Americas,Grenada,Operationality of the National Preventive Mechanism ,,
Americas,Guatemala,Operationality of the National Preventive Mechanism ,Yes,2014
Americas,Guyana,Operationality of the National Preventive Mechanism ,Yes,2012
Americas,Haiti,Operationality of the National Preventive Mechanism ,,
Americas,Honduras,Operationality of the National Preventive Mechanism ,Yes,2010
Americas,Jamaica,Operationality of the National Preventive Mechanism ,,
Americas,Mexico,Operationality of the National Preventive Mechanism ,Yes,2018
Americas,Nicaragua,Operationality of the National Preventive Mechanism ,Yes,2012
Americas,Panama,Operationality of the National Preventive Mechanism ,Yes,2018
Americas,Paraguay,Operationality of the National Preventive Mechanism ,Yes,2013
Americas,Peru,Operationality of the National Preventive Mechanism ,Yes,2017
Americas,Saint Kitts and Nevis,Operationality of the National Preventive Mechanism ,,
Americas,Saint Lucia,Operationality of the National Preventive Mechanism ,,
Americas,Saint Vincent and the Grenadines,Operationality of the National Preventive Mechanism ,,
Americas,Suriname,Operationality of the National Preventive Mechanism ,,
Americas,Trinidad and Tobago,Operationality of the National Preventive Mechanism ,,
Americas,United States,Operationality of the National Preventive Mechanism ,,
Americas,Uruguay,Operationality of the National Preventive Mechanism ,Yes,2013
Americas,Venezuela,Operationality of the National Preventive Mechanism ,,
Africa,Algeria,Operationality of the National Preventive Mechanism ,,
Africa,Angola,Operationality of the National Preventive Mechanism ,,
Africa,Benin,Operationality of the National Preventive Mechanism ,,
Africa,Botswana,Operationality of the National Preventive Mechanism ,,
Africa,Burkina Faso,Operationality of the National Preventive Mechanism ,Yes,2021
Africa,Burundi,Operationality of the National Preventive Mechanism ,,
Africa,Cabo Verde,Operationality of the National Preventive Mechanism ,Yes,2018
Africa,Cameroon,Operationality of the National Preventive Mechanism ,,
Africa,Central African Republic,Operationality of the National Preventive Mechanism ,,
Africa,Chad,Operationality of the National Preventive Mechanism ,,
Africa,Comoros,Operationality of the National Preventive Mechanism ,,
Africa,Congo,Operationality of the National Preventive Mechanism ,,
Africa,Cote d'Ivoire,Operationality of the National Preventive Mechanism ,,
Africa,Democratic Republic of the Congo,Operationality of the National Preventive Mechanism ,,
Africa,Djibouti,Operationality of the National Preventive Mechanism ,,
Africa,Equatorial Guinea,Operationality of the National Preventive Mechanism ,,
Africa,Eritrea,Operationality of the National Preventive Mechanism ,,
Africa,Ethiopia,Operationality of the National Preventive Mechanism ,,
Africa,Gabon,Operationality of the National Preventive Mechanism ,,
Africa,Gambia,Operationality of the National Preventive Mechanism ,,
Africa,Ghana,Operationality of the National Preventive Mechanism ,,
Africa,Guinea,Operationality of the National Preventive Mechanism ,,
Africa,Guinea-Bissau,Operationality of the National Preventive Mechanism ,,
Africa,Kenya,Operationality of the National Preventive Mechanism ,,
Africa,Lesotho,Operationality of the National Preventive Mechanism ,,
Africa,Liberia,Operationality of the National Preventive Mechanism ,,
Africa,Madagascar,Operationality of the National Preventive Mechanism ,Yes,2019
Africa,Malawi,Operationality of the National Preventive Mechanism ,,
Africa,Mali,Operationality of the National Preventive Mechanism ,Yes,2016
Africa,Mauritania,Operationality of the National Preventive Mechanism ,Yes,2016
Africa,Mozambique,Operationality of the National Preventive Mechanism ,No,
Africa,Namibia,Operationality of the National Preventive Mechanism ,,
Africa,Niger,Operationality of the National Preventive Mechanism ,,
Africa,Nigeria,Operationality of the National Preventive Mechanism ,No,
Africa,Rwanda,Operationality of the National Preventive Mechanism ,Yes,2018
Africa,Sao Tome and Principe,Operationality of the National Preventive Mechanism ,,
Africa,Senegal,Operationality of the National Preventive Mechanism ,Yes,2011
Africa,Seychelles,Operationality of the National Preventive Mechanism ,,
Africa,Sierra Leone,Operationality of the National Preventive Mechanism ,,
Africa,Somalia,Operationality of the National Preventive Mechanism ,,
Africa,South Sudan,Operationality of the National Preventive Mechanism ,,
Africa,Sudan,Operationality of the National Preventive Mechanism ,,
Africa,Swaziland,Operationality of the National Preventive Mechanism ,,
Africa,Uganda,Operationality of the National Preventive Mechanism ,,
Africa,United Republic of Tanzania,Operationality of the National Preventive Mechanism ,,
Africa,Zambia,Operationality of the National Preventive Mechanism ,,
Africa,Zimbabwe,Operationality of the National Preventive Mechanism ,,
Africa,Mauritius,Operationality of the National Preventive Mechanism ,Yes,2014
Africa,South Africa,Operationality of the National Preventive Mechanism ,Yes,2019
