,Region,Country,Indicator,Input,Date,Unnamed: 5,rank
688,Europe,Georgia,Prohibition of torture in the constitution ,Yes,1995-01-01,,22
689,Europe,Germay,Prohibition of torture in the constitution ,No,,,62
690,Europe,Greece,Prohibition of torture in the constitution ,Yes,1984-01-01,,14
691,Europe,Holy See,Prohibition of torture in the constitution ,No,,,127
692,Europe,Hungary,Prohibition of torture in the constitution ,Yes,2011-01-01,,85
693,Europe,Iceland,Prohibition of torture in the constitution ,Yes,1991-01-01,,56
694,Europe,Italy,Prohibition of torture in the constitution ,No,,,60
695,Europe,Ireland,Prohibition of torture in the constitution ,No,,,110
696,Europe,Latvia,Prohibition of torture in the constitution ,Yes,1984-01-01,,35
697,Europe,Liechenstein,Prohibition of torture in the constitution ,Yes,1984-01-01,,70
698,Europe,Lithuania,Prohibition of torture in the constitution ,Yes,1992-01-01,,5
699,Europe,Luxembourg,Prohibition of torture in the constitution ,No,,,39
700,Europe,North Macedonia,Prohibition of torture in the constitution ,Yes,1991-01-01,,31
701,Europe,Romania,Prohibition of torture in the constitution ,Yes,1991-01-01,,24
702,Europe,San Marino,Prohibition of torture in the constitution ,No,,,169
703,Europe,Serbia,Prohibition of torture in the constitution ,Yes,2006-01-01,,28
704,Europe,Slovakia,Prohibition of torture in the constitution ,Yes,1992-01-01,,80
705,Europe,Slovenia,Prohibition of torture in the constitution ,Yes,1991-01-01,,9
706,Europe,Spain,Prohibition of torture in the constitution ,Yes,2011-01-01,,21
707,Europe,Sweden,Prohibition of torture in the constitution ,Yes,1974-01-01,,87
708,Europe,Switzerland,Prohibition of torture in the constitution ,Yes,1999-01-01,,53
709,Europe,United Kingdom,Prohibition of torture in the constitution ,Yes,1998-01-01,,23
710,Europe,Malta,Prohibition of torture in the constitution ,No,,,79
711,Europe,Monaco,Prohibition of torture in the constitution ,No,,,121
712,Europe,Montenegro,Prohibition of torture in the constitution ,Yes,2008-01-01,,36
713,Europe,Netherlands,Prohibition of torture in the constitution ,No,,,45
714,Europe,Norway,Prohibition of torture in the constitution ,Yes,2016-01-01,,42
715,Europe,Poland,Prohibition of torture in the constitution ,Yes,1997-01-01,,29
716,Europe,Portugal,Prohibition of torture in the constitution ,Yes,1984-01-01,,19
717,Europe,Republic of Moldova,Prohibition of torture in the constitution ,Yes,1994-01-01,,4
718,Europe,Russia,Prohibition of torture in the constitution ,Yes,1993-01-01,,150
719,Europe,Turkey,Prohibition of torture in the constitution ,Yes,1984-01-01,,76
720,Europe,Ukraine,Prohibition of torture in the constitution ,Yes,1996-01-01,,40
721,Middle East,Barhrain,Prohibition of torture in the constitution ,Yes,2002-01-01,,115
722,Middle East,Egypt,Prohibition of torture in the constitution ,Yes,2014-01-01,,97
723,Middle East,Iran,Prohibition of torture in the constitution ,Yes,1984-01-01,,188
724,Middle East,Iraq,Prohibition of torture in the constitution ,Yes,2005-01-01,,105
725,Middle East,Israel,Prohibition of torture in the constitution ,No,,,174
726,Middle East,Jordan,Prohibition of torture in the constitution ,Yes,2011-01-01,,74
727,Middle East,Kuwait,Prohibition of torture in the constitution ,Yes,2012-01-01,,147
728,Middle East,Lebanon,Prohibition of torture in the constitution ,No,,,71
729,Middle East,Libya,Prohibition of torture in the constitution ,No,,,175
730,Middle East,Morocco,Prohibition of torture in the constitution ,Yes,2011-01-01,,41
731,Middle East,State of Palestine,Prohibition of torture in the constitution ,Yes,2003-01-01,,72
732,Middle East,Oman,Prohibition of torture in the constitution ,Yes,1996-01-01,,153
733,Middle East,Qatar,Prohibition of torture in the constitution ,Yes,2003-01-01,,98
734,Middle East,Saudi Arabia,Prohibition of torture in the constitution ,No,,,128
735,Middle East,Syria ,Prohibition of torture in the constitution ,Yes,2012-01-01,,129
736,Middle East,Tunisia,Prohibition of torture in the constitution ,Yes,2014-01-01,,75
737,Middle East,United Arab Emirates,Prohibition of torture in the constitution ,Yes,2012-01-01,,123
738,Middle East,Yemen,Prohibition of torture in the constitution ,Yes,2015-01-01,,111
739,Asia-Pacific,Afghanistan,Prohibition of torture in the constitution ,Yes,2004-01-01,,68
740,Asia-Pacific,Australia,Prohibition of torture in the constitution ,No,,,57
741,Asia-Pacific,Azerbaijan,Prohibition of torture in the constitution ,Yes,1995-01-01,,78
742,Asia-Pacific,Bangladesh,Prohibition of torture in the constitution ,Yes,1986-01-01,,137
743,Asia-Pacific,Bhutan,Prohibition of torture in the constitution ,Yes,2008-01-01,,160
744,Asia-Pacific,Brunei Darussalam,Prohibition of torture in the constitution ,No,,,191
745,Asia-Pacific,Cambodia,Prohibition of torture in the constitution ,No,,,92
746,Asia-Pacific,China,Prohibition of torture in the constitution ,No,,,159
747,Asia-Pacific,Cook Islands,Prohibition of torture in the constitution ,No,,,192
748,Asia-Pacific,Fiji,Prohibition of torture in the constitution ,Yes,2013-01-01,,158
749,Asia-Pacific,Democratic People's Republic of Korea,Prohibition of torture in the constitution ,No,,,183
750,Asia-Pacific,India,Prohibition of torture in the constitution ,No,,,184
751,Asia-Pacific,Indonesia,Prohibition of torture in the constitution ,Yes,2000-01-01,,116
752,Asia-Pacific,Japan,Prohibition of torture in the constitution ,Yes,1984-01-01,,132
753,Asia-Pacific,Kazakhstan,Prohibition of torture in the constitution ,Yes,1995-01-01,,65
754,Asia-Pacific,Kiribati,Prohibition of torture in the constitution ,Yes,1995-01-01,,134
755,Asia-Pacific,Kyrgyzstan,Prohibition of torture in the constitution ,Yes,2010-01-01,,69
756,Asia-Pacific,Lao People's Democratic Republic,Prohibition of torture in the constitution ,No,,,179
757,Asia-Pacific,Marshall Islands,Prohibition of torture in the constitution ,Yes,1995-01-01,,163
758,Asia-Pacific,Malaysia,Prohibition of torture in the constitution ,No,,,171
759,Asia-Pacific,Micronesia,Prohibition of torture in the constitution ,No,,,193
760,Asia-Pacific,Mongolia,Prohibition of torture in the constitution ,Yes,1992-01-01,,38
761,Asia-Pacific,Myanmar,Prohibition of torture in the constitution ,No,,,189
762,Asia-Pacific,Nauru,Prohibition of torture in the constitution ,Yes,2016-01-01,,109
763,Asia-Pacific,Nepal,Prohibition of torture in the constitution ,Yes,2015-01-01,,93
764,Asia-Pacific,New Zealand,Prohibition of torture in the constitution ,Yes,1984-01-01,,30
765,Asia-Pacific,Niue,Prohibition of torture in the constitution ,No,,,194
766,Asia-Pacific,Palau,Prohibition of torture in the constitution ,Yes,1992-01-01,,185
767,Asia-Pacific,Papua New Guinea,Prohibition of torture in the constitution ,Yes,2013-01-01,,178
768,Asia-Pacific,Pakistan,Prohibition of torture in the constitution ,Yes,2002-01-01,,96
769,Asia-Pacific,Philippines,Prohibition of torture in the constitution ,Yes,1987-01-01,,61
770,Asia-Pacific,Republic of Korea,Prohibition of torture in the constitution ,Yes,1987-01-01,,101
771,Asia-Pacific,Samoa,Prohibition of torture in the constitution ,Yes,1984-01-01,,138
772,Asia-Pacific,Solomon Islands,Prohibition of torture in the constitution ,Yes,2018-01-01,,164
773,Asia-Pacific,Singapore,Prohibition of torture in the constitution ,No,,,195
774,Asia-Pacific,Sri Lanka,Prohibition of torture in the constitution ,Yes,1984-01-01,,67
775,Asia-Pacific,Tajikistan,Prohibition of torture in the constitution ,Yes,1994-01-01,,130
776,Asia-Pacific,Thailand,Prohibition of torture in the constitution ,Yes,2017-01-01,,81
777,Asia-Pacific,Timor-Leste,Prohibition of torture in the constitution ,Yes,1987-01-01,,86
778,Asia-Pacific,Tonga,Prohibition of torture in the constitution ,No,,,196
779,Asia-Pacific,Turkmenistan,Prohibition of torture in the constitution ,Yes,2008-01-01,,113
780,Asia-Pacific,Tuvalu,Prohibition of torture in the constitution ,Yes,1986-01-01,,187
781,Asia-Pacific,Uzbekistan,Prohibition of torture in the constitution ,Yes,1992-01-01,,131
782,Asia-Pacific,Vanuatu,Prohibition of torture in the constitution ,No,,,181
783,Asia-Pacific,Viet Nam,Prohibition of torture in the constitution ,Yes,1994-01-01,,141
784,Americas,Antigua and Barbuda,Criminalisation of torture under domestic law,Partially,1993-01-01,,161
785,Americas,Argentina,Criminalisation of torture under domestic law,Yes,1984-01-01,,3
786,Americas,Bahamas,Criminalisation of torture under domestic law,Partially,2001-01-01,,155
787,Americas,Barbados,Criminalisation of torture under domestic law,No,,,182
788,Americas,Belize,Criminalisation of torture under domestic law,Partially,2011-01-01,,124
789,Americas,Bolivia,Criminalisation of torture under domestic law,Partially,1997-01-01,,46
790,Americas,Brazil,Criminalisation of torture under domestic law,Yes,1997-01-01,,26
791,Americas,Canada,Criminalisation of torture under domestic law,Yes,1985-01-01,,117
792,Americas,Chile,Criminalisation of torture under domestic law,Partially,1984-01-01,,37
793,Americas,Colombia,Criminalisation of torture under domestic law,Partially,1984-01-01,,102
794,Americas,Costa Rica,Criminalisation of torture under domestic law,Partially,1999-01-01,,50
795,Americas,Cuba,Criminalisation of torture under domestic law,Yes,2022-01-01,,103
796,Americas,Dominica,Criminalisation of torture under domestic law,No,,,186
797,Americas,Dominican Republic,Criminalisation of torture under domestic law,Yes,1997-01-01,,143
798,Americas,Ecuador,Criminalisation of torture under domestic law,Partially,2007-01-01,,20
799,Americas,El Salvador,Criminalisation of torture under domestic law,Partially,1998-01-01,,100
800,Americas,Grenada,Criminalisation of torture under domestic law,Partially,1984-01-01,,177
801,Americas,Guatemala,Criminalisation of torture under domestic law,Partially,1984-01-01,,49
802,Americas,Guyana,Criminalisation of torture under domestic law,Partially,1984-01-01,,133
803,Americas,Haiti,Criminalisation of torture under domestic law,No,,,166
804,Americas,Honduras,Criminalisation of torture under domestic law,Partially,1986-01-01,,10
805,Americas,Jamaica,Criminalisation of torture under domestic law,No,,,180
806,Americas,Mexico,Criminalisation of torture under domestic law,Partially,1986-01-01,,15
807,Americas,Nicaragua,Criminalisation of torture under domestic law,Partially,2008-01-01,,48
808,Americas,Panama,Criminalisation of torture under domestic law,Yes,1987-01-01,,58
809,Americas,Paraguay,Criminalisation of torture under domestic law,Partially,1997-01-01,,47
810,Americas,Peru,Criminalisation of torture under domestic law,Partially,1991-01-01,,17
811,Americas,Saint Kitts and Nevis,Criminalisation of torture under domestic law,Partially,2017-01-01,,152
812,Americas,Saint Lucia,Criminalisation of torture under domestic law,Partially,2005-01-01,,176
813,Americas,Saint Vicent and the Grenadines,Criminalisation of torture under domestic law,No,,,172
814,Americas,Suriname,Criminalisation of torture under domestic law,No,,,162
815,Americas,Trindad and Tobago,Criminalisation of torture under domestic law,No,,,190
816,Americas,United States,Criminalisation of torture under domestic law,Yes,2014-01-01,,146
817,Americas,Uruguay,Criminalisation of torture under domestic law,Partially,2006-01-01,,43
818,Americas,Venezuela,Criminalisation of torture under domestic law,Partially,2013-01-01,,126
819,Africa,Algeria,Criminalisation of torture under domestic law,Partially,2006-01-01,,120
820,Africa,Angola,Criminalisation of torture under domestic law,Yes,2020-01-01,,135
821,Africa,Benin,Criminalisation of torture under domestic law,Partially,2018-01-01,,66
822,Africa,Botswana,Criminalisation of torture under domestic law,Partially,2018-01-01,,119
823,Africa,Burkina Faso,Criminalisation of torture under domestic law,Partially,2018-01-01,,33
824,Africa,Burundi,Criminalisation of torture under domestic law,Yes,2009-01-01,,55
825,Africa,Cabo Verde,Criminalisation of torture under domestic law,Partially,2021-01-01,,34
826,Africa,Cameroon,Criminalisation of torture under domestic law,Partially,2016-01-01,,95
827,Africa,Central African Republic,Criminalisation of torture under domestic law,No,,,142
828,Africa,Chad,Criminalisation of torture under domestic law,Partially,2017-01-01,,122
829,Africa,Comoros,Criminalisation of torture under domestic law,Partially,1995-01-01,,156
830,Africa,Congo,Criminalisation of torture under domestic law,No,,,144
831,Africa,Cote d'Ivoire,Criminalisation of torture under domestic law,Partially,2024-01-01,,88
832,Africa,Maldives,Criminalisation of torture under domestic law,Yes,2013-01-01,,25
833,Africa,Democratic Republic of the Congo,Criminalisation of torture under domestic law,Partially,2008-01-01,,73
834,Africa,Djibouti,Criminalisation of torture under domestic law,No,,,148
835,Africa,Equatorial Guinea,Criminalisation of torture under domestic law,Yes,2006-01-01,,168
836,Africa,Eritrea,Criminalisation of torture under domestic law,Partially,2019-01-01,,154
837,Africa,Ethiopia,Criminalisation of torture under domestic law,No,,,104
838,Africa,Gabon,Criminalisation of torture under domestic law,Partially,2019-01-01,,90
839,Africa,Gambia,Criminalisation of torture under domestic law,Partially,2023-01-01,,118
840,Africa,Ghana,Criminalisation of torture under domestic law,No,,,83
841,Africa,Guinea,Criminalisation of torture under domestic law,Partially,1993-01-01,,125
842,Africa,Guinea-Bissau,Criminalisation of torture under domestic law,No,,,167
843,Africa,Kenya,Criminalisation of torture under domestic law,Partially,2017-01-01,,94
844,Africa,Lesotho,Criminalisation of torture under domestic law,No,,,173
845,Africa,Liberia,Criminalisation of torture under domestic law,No,,,107
846,Africa,Madagascar,Criminalisation of torture under domestic law,Partially,2008-01-01,,11
847,Africa,Malawi,Criminalisation of torture under domestic law,No,,,149
848,Africa,Mali,Criminalisation of torture under domestic law,No,,,54
849,Africa,Mauritania,Criminalisation of torture under domestic law,Yes,2015-01-01,,2
850,Africa,Mozambique,Criminalisation of torture under domestic law,No,,,84
851,Africa,Namibia,Criminalisation of torture under domestic law,Yes,2018-01-01,,82
852,Africa,Niger,Criminalisation of torture under domestic law,No,,,106
853,Africa,Nigeria,Criminalisation of torture under domestic law,Partially,2017-01-01,,64
854,Africa,Rwanda,Criminalisation of torture under domestic law,Partially,2012-01-01,,16
855,Africa,Sao Tome and Principe,Criminalisation of torture under domestic law,Yes,2011-01-01,,140
856,Africa,Senegal,Criminalisation of torture under domestic law,Partially,1999-01-01,,77
857,Africa,Seychelles,Criminalisation of torture under domestic law,No,,,139
858,Africa,Sierra Leone,Criminalisation of torture under domestic law,No,,,112
859,Africa,Somalia,Criminalisation of torture under domestic law,No,,,136
860,Africa,South Sudan,Criminalisation of torture under domestic law,No,,,145
861,Africa,Sudan,Criminalisation of torture under domestic law,Partially,2019-01-01,,151
862,Africa,Swaziland,Criminalisation of torture under domestic law,Partially,2018-01-01,,157
863,Africa,Uganda,Criminalisation of torture under domestic law,Partially,2018-01-01,,91
864,Africa,United Republic of Tanzania,Criminalisation of torture under domestic law,No,,,170
865,Africa,Zambia,Criminalisation of torture under domestic law,No,,,108
866,Africa,Zimbabwe,Criminalisation of torture under domestic law,No,,,165
867,Africa,Mauritius,Criminalisation of torture under domestic law,Partially,2008-01-01,,44
868,Africa,South Africa,Criminalisation of torture under domestic law,Partially,2013-01-01,,12
869,Africa,Togo,Criminalisation of torture under domestic law,Partially,2000-01-01,,13
870,Europe,Albania,Criminalisation of torture under domestic law,Yes,2007-01-01,,7
871,Europe,Andorra,Criminalisation of torture under domestic law,Partially,2005-01-01,,99
872,Europe,Austria,Criminalisation of torture under domestic law,Partially,1998-01-01,,32
873,Europe,Armenia,Criminalisation of torture under domestic law,No,,,59
874,Europe,Belarus,Criminalisation of torture under domestic law,No,,,114
875,Europe,Belgium,Criminalisation of torture under domestic law,Partially,2021-01-01,,89
876,Europe,Bulgaria,Criminalisation of torture under domestic law,No,,,27
877,Europe,Croatia,Criminalisation of torture under domestic law,Yes,1996-01-01,,6
878,Europe,Cyprus,Criminalisation of torture under domestic law,Yes,2002-01-01,,1
879,Europe,France,Criminalisation of torture under domestic law,No,,,63
880,Europe,Czech Republic,Criminalisation of torture under domestic law,Partially,2009-01-01,,51
881,Europe,Denmark,Criminalisation of torture under domestic law,Partially,2005-01-01,,52
882,Europe,Estonia,Criminalisation of torture under domestic law,Partially,2015-01-01,,8
883,Europe,Finland,Criminalisation of torture under domestic law,Partially,2009-01-01,,18
884,Europe,Georgia,Criminalisation of torture under domestic law,Partially,2005-01-01,,22
885,Europe,Germay,Criminalisation of torture under domestic law,No,,,62
886,Europe,Greece,Criminalisation of torture under domestic law,Partially,2019-01-01,,14
887,Europe,Holy See,Criminalisation of torture under domestic law,Partially,2013-01-01,,127
888,Europe,Hungary,Criminalisation of torture under domestic law,No,,,85
889,Europe,Iceland,Criminalisation of torture under domestic law,No,,,56
890,Europe,Italy,Criminalisation of torture under domestic law,Yes,2017-01-01,,60
891,Europe,Ireland,Criminalisation of torture under domestic law,No,,,110
892,Europe,Latvia,Criminalisation of torture under domestic law,Partially,2020-01-01,,35
893,Europe,Liechenstein,Criminalisation of torture under domestic law,Partially,2019-01-01,,70
894,Europe,Lithuania,Criminalisation of torture under domestic law,Yes,2015-01-01,,5
895,Europe,Luxembourg,Criminalisation of torture under domestic law,Partially,2019-01-01,,39
896,Europe,North Macedonia,Criminalisation of torture under domestic law,Partially,2023-01-01,,31
897,Europe,Romania,Criminalisation of torture under domestic law,Yes,2014-01-01,,24
898,Europe,San Marino,Criminalisation of torture under domestic law,No,,,169
899,Europe,Serbia,Criminalisation of torture under domestic law,No,,,28
900,Europe,Slovakia,Criminalisation of torture under domestic law,No,,,80
901,Europe,Slovenia,Criminalisation of torture under domestic law,Partially,2012-01-01,,9
902,Europe,Spain,Criminalisation of torture under domestic law,Partially,1995-01-01,,21
903,Europe,Sweden,Criminalisation of torture under domestic law,No,,,87
904,Europe,Switzerland,Criminalisation of torture under domestic law,Partially,2005-01-01,,53
905,Europe,United Kingdom,Criminalisation of torture under domestic law,Partially,1998-01-01,,23
906,Europe,Malta,Criminalisation of torture under domestic law,Partially,1990-01-01,,79
907,Europe,Monaco,Criminalisation of torture under domestic law,Partially,2020-01-01,,121
908,Europe,Montenegro,Criminalisation of torture under domestic law,Partially,2021-01-01,,36
909,Europe,Netherlands,Criminalisation of torture under domestic law,Partially,2003-01-01,,45
910,Europe,Norway,Criminalisation of torture under domestic law,Partially,2008-01-01,,42
911,Europe,Poland,Criminalisation of torture under domestic law,No,,,29
912,Europe,Portugal,Criminalisation of torture under domestic law,Partially,2006-01-01,,19
913,Europe,Republic of Moldova,Criminalisation of torture under domestic law,Yes,2010-01-01,,4
914,Europe,Russia,Criminalisation of torture under domestic law,No,,,150
915,Europe,Turkey,Criminalisation of torture under domestic law,Partially,2004-01-01,,76
916,Europe,Ukraine,Criminalisation of torture under domestic law,Partially,2001-01-01,,40
917,Middle East,Barhrain,Criminalisation of torture under domestic law,Yes,1984-01-01,,115
918,Middle East,Egypt,Criminalisation of torture under domestic law,Partially,1992-01-01,,97
919,Middle East,Iran,Criminalisation of torture under domestic law,No,,,188
920,Middle East,Iraq,Criminalisation of torture under domestic law,No,,,105
921,Middle East,Israel,Criminalisation of torture under domestic law,No,,,174
922,Middle East,Jordan,Criminalisation of torture under domestic law,Partially,2017-01-01,,74
923,Middle East,Kuwait,Criminalisation of torture under domestic law,No,,,147
924,Middle East,Lebanon,Criminalisation of torture under domestic law,Partially,2009-01-01,,71
925,Middle East,Libya,Criminalisation of torture under domestic law,No,,,175
926,Middle East,Morocco,Criminalisation of torture under domestic law,Partially,2006-01-01,,41
927,Middle East,State of Palestine,Criminalisation of torture under domestic law,Partially,2003-01-01,,72
928,Middle East,Oman,Criminalisation of torture under domestic law,Partially,2020-01-01,,153
929,Middle East,Qatar,Criminalisation of torture under domestic law,Partially,2014-01-01,,98
930,Middle East,Saudi Arabia,Criminalisation of torture under domestic law,Partially,2013-01-01,,128
931,Middle East,Syria ,Criminalisation of torture under domestic law,Partially,2008-01-01,,129
932,Middle East,Tunisia,Criminalisation of torture under domestic law,Partially,1984-06-06,,75
933,Middle East,United Arab Emirates,Criminalisation of torture under domestic law,Partially,1987-01-01,,123
934,Middle East,Yemen,Criminalisation of torture under domestic law,No,,,111
935,Asia-Pacific,Afghanistan,Criminalisation of torture under domestic law,Partially,2021-01-01,,68
936,Asia-Pacific,Australia,Criminalisation of torture under domestic law,Yes,2010-01-01,,57
937,Asia-Pacific,Azerbaijan,Criminalisation of torture under domestic law,Partially,1999-01-01,,78
938,Asia-Pacific,Bangladesh,Criminalisation of torture under domestic law,No,,,137
939,Asia-Pacific,Bhutan,Criminalisation of torture under domestic law,Partially,2004-01-01,,160
940,Asia-Pacific,Brunei Darussalam,Criminalisation of torture under domestic law,No,,,191
941,Asia-Pacific,Cambodia,Criminalisation of torture under domestic law,Partially,2009-01-01,,92
942,Asia-Pacific,China,Criminalisation of torture under domestic law,Partially,2014-01-01,,159
943,Asia-Pacific,Cook Islands,Criminalisation of torture under domestic law,No,,,192
944,Asia-Pacific,Fiji,Criminalisation of torture under domestic law,Partially,2009-01-01,,158
945,Asia-Pacific,Democratic People's Republic of Korea,Criminalisation of torture under domestic law,No,,,183
946,Asia-Pacific,India,Criminalisation of torture under domestic law,No,,,184
947,Asia-Pacific,Indonesia,Criminalisation of torture under domestic law,No,,,116
948,Asia-Pacific,Japan,Criminalisation of torture under domestic law,Partially,2006-01-01,,132
949,Asia-Pacific,Kazakhstan,Criminalisation of torture under domestic law,Partially,2023-01-01,,65
950,Asia-Pacific,Kiribati,Criminalisation of torture under domestic law,No,2023-01-01,,134
951,Asia-Pacific,Kyrgyzstan,Criminalisation of torture under domestic law,Partially,2021-01-01,,69
952,Asia-Pacific,Lao People's Democratic Republic,Criminalisation of torture under domestic law,No,,,179
953,Asia-Pacific,Marshall Islands,Criminalisation of torture under domestic law,No,,,163
954,Asia-Pacific,Malaysia,Criminalisation of torture under domestic law,No,,,171
955,Asia-Pacific,Micronesia,Criminalisation of torture under domestic law,No,,,193
956,Asia-Pacific,Mongolia,Criminalisation of torture under domestic law,Partially,2015-01-01,,38
957,Asia-Pacific,Myanmar,Criminalisation of torture under domestic law,Partially,1984-01-01,,189
958,Asia-Pacific,Nauru,Criminalisation of torture under domestic law,No,,,109
959,Asia-Pacific,Nepal,Criminalisation of torture under domestic law,Partially,2018-01-01,,93
960,Asia-Pacific,New Zealand,Criminalisation of torture under domestic law,Yes,1989-01-01,,30
961,Asia-Pacific,Niue,Criminalisation of torture under domestic law,No,,,194
962,Asia-Pacific,Palau,Criminalisation of torture under domestic law,No,,,185
963,Asia-Pacific,Papua New Guinea,Criminalisation of torture under domestic law,No,,,178
964,Asia-Pacific,Pakistan,Criminalisation of torture under domestic law,Partially,2002-01-01,,96
965,Asia-Pacific,Philippines,Criminalisation of torture under domestic law,Yes,2009-01-01,,61
966,Asia-Pacific,Republic of Korea,Criminalisation of torture under domestic law,Partially,1998-01-01,,101
967,Asia-Pacific,Samoa,Criminalisation of torture under domestic law,No,,,138
968,Asia-Pacific,Solomon Islands,Criminalisation of torture under domestic law,No,,,164
969,Asia-Pacific,Singapore,Criminalisation of torture under domestic law,No,,,195
970,Asia-Pacific,Sri Lanka,Criminalisation of torture under domestic law,Partially,1984-01-01,,67
971,Asia-Pacific,Tajikistan,Criminalisation of torture under domestic law,Partially,2012-01-01,,130
972,Asia-Pacific,Thailand,Criminalisation of torture under domestic law,Yes,2022-01-01,,81
973,Asia-Pacific,Timor-Leste,Criminalisation of torture under domestic law,Yes,2009-01-01,,86
974,Asia-Pacific,Tonga,Criminalisation of torture under domestic law,No,,,196
975,Asia-Pacific,Turkmenistan,Criminalisation of torture under domestic law,Yes,2012-01-01,,113
976,Asia-Pacific,Tuvalu,Criminalisation of torture under domestic law,No,,,187
977,Asia-Pacific,Uzbekistan,Criminalisation of torture under domestic law,Partially,2008-01-01,,131
978,Asia-Pacific,Vanuatu,Criminalisation of torture under domestic law,No,,,181
979,Asia-Pacific,Viet Nam,Criminalisation of torture under domestic law,No,,,141
980,Americas,Antigua and Barbuda,Designation of the National Preventive Mechanism (in law) ,No,,Designation of the National Torture Prevention Mechanism,161
981,Americas,Argentina,Designation of the National Preventive Mechanism (in law) ,Yes,2013-01-01,,3
982,Americas,Bahamas,Designation of the National Preventive Mechanism (in law) ,No,,,155
983,Americas,Barbados,Designation of the National Preventive Mechanism (in law) ,No,,,182
984,Americas,Belize,Designation of the National Preventive Mechanism (in law) ,No,,,124
985,Americas,Bolivia,Designation of the National Preventive Mechanism (in law) ,Yes,2013-01-01,,46
986,Americas,Brazil,Designation of the National Preventive Mechanism (in law) ,Yes,2013-01-01,,26
987,Americas,Canada,Designation of the National Preventive Mechanism (in law) ,No,,,117
988,Americas,Chile,Designation of the National Preventive Mechanism (in law) ,Yes,2019-01-01,,37
989,Americas,Colombia,Designation of the National Preventive Mechanism (in law) ,No,,,102
990,Americas,Costa Rica,Designation of the National Preventive Mechanism (in law) ,Yes,2006-01-01,,50
991,Americas,Cuba,Designation of the National Preventive Mechanism (in law) ,No,,,103
992,Americas,Dominica,Designation of the National Preventive Mechanism (in law) ,No,,,186
993,Americas,Dominican Republic,Designation of the National Preventive Mechanism (in law) ,No,,,143
994,Americas,Ecuador,Designation of the National Preventive Mechanism (in law) ,Yes,2011-01-01,,20
995,Americas,El Salvador,Designation of the National Preventive Mechanism (in law) ,No,,,100
996,Americas,Grenada,Designation of the National Preventive Mechanism (in law) ,No,,,177
997,Americas,Guatemala,Designation of the National Preventive Mechanism (in law) ,Yes,2010-01-01,,49
998,Americas,Guyana,Designation of the National Preventive Mechanism (in law) ,No,,,133
999,Americas,Haiti,Designation of the National Preventive Mechanism (in law) ,No,,,166
1000,Americas,Honduras,Designation of the National Preventive Mechanism (in law) ,Yes,2008-01-01,,10
1001,Americas,Jamaica,Designation of the National Preventive Mechanism (in law) ,No,,,180
1002,Americas,Mexico,Designation of the National Preventive Mechanism (in law) ,Yes,2017-01-01,,15
1003,Americas,Nicaragua,Designation of the National Preventive Mechanism (in law) ,Yes,2012-01-01,,48
1004,Americas,Panama,Designation of the National Preventive Mechanism (in law) ,Yes,2017-01-01,,58
1005,Americas,Paraguay,Designation of the National Preventive Mechanism (in law) ,Yes,2011-01-01,,47
1006,Americas,Peru,Designation of the National Preventive Mechanism (in law) ,Yes,2015-01-01,,17
1007,Americas,Saint Kitts and Nevis,Designation of the National Preventive Mechanism (in law) ,No,,,152
1008,Americas,Saint Lucia,Designation of the National Preventive Mechanism (in law) ,No,,,176
1009,Americas,Saint Vicent and the Grenadines,Designation of the National Preventive Mechanism (in law) ,No,,,172
1010,Americas,Suriname,Designation of the National Preventive Mechanism (in law) ,No,,,162
1011,Americas,Trindad and Tobago,Designation of the National Preventive Mechanism (in law) ,No,,,190
1012,Americas,United States,Designation of the National Preventive Mechanism (in law) ,No,,,146
1013,Americas,Uruguay,Designation of the National Preventive Mechanism (in law) ,Yes,2013-01-01,,43
1014,Americas,Venezuela,Designation of the National Preventive Mechanism (in law) ,No,,,126
1015,Africa,Algeria,Designation of the National Preventive Mechanism (in law) ,No,,,120
1016,Africa,Angola,Designation of the National Preventive Mechanism (in law) ,No,,,135
1017,Africa,Benin,Designation of the National Preventive Mechanism (in law) ,No,,,66
1018,Africa,Botswana,Designation of the National Preventive Mechanism (in law) ,No,,,119
1019,Africa,Burkina Faso,Designation of the National Preventive Mechanism (in law) ,Yes,2021-01-01,,33
1020,Africa,Burundi,Designation of the National Preventive Mechanism (in law) ,No,,,55
1021,Africa,Cabo Verde,Designation of the National Preventive Mechanism (in law) ,Yes,2018-01-01,,34
1022,Africa,Cameroon,Designation of the National Preventive Mechanism (in law) ,No,,,95
1023,Africa,Central African Republic,Designation of the National Preventive Mechanism (in law) ,No,,,142
1024,Africa,Chad,Designation of the National Preventive Mechanism (in law) ,No,,,122
1025,Africa,Comoros,Designation of the National Preventive Mechanism (in law) ,No,,,156
1026,Africa,Congo,Designation of the National Preventive Mechanism (in law) ,No,,,144
1027,Africa,Cote d'Ivoire,Designation of the National Preventive Mechanism (in law) ,No,,,88
1028,Africa,Maldives,Designation of the National Preventive Mechanism (in law) ,Yes,2007-01-01,,25
1029,Africa,Democratic Republic of the Congo,Designation of the National Preventive Mechanism (in law) ,No,,,73
1030,Africa,Djibouti,Designation of the National Preventive Mechanism (in law) ,No,,,148
1031,Africa,Equatorial Guinea,Designation of the National Preventive Mechanism (in law) ,No,,,168
1032,Africa,Eritrea,Designation of the National Preventive Mechanism (in law) ,No,,,154
